Date,Volume,Delta,POC1_Vol,POC1_Ask,POC1_Bid,POC1_Delta,POC2_Vol,POC2_Ask,POC2_Bid,POC2_Delta,POC3_Vol,POC3_Ask,POC3_Bid,POC3_Delta,DeltaDivergenceHigh,DeltaDivergenceLow,AskAtHigh,BidAtHigh,BearExhaustion,BidAtLow,AskAtLow,BullExhaustion,OFRatio_Vol1,OFRatio_Vol2,OFRatioOutOfBounds,BidImbalances,AskImbalances,ZeroBidPrints,ZeroAskPrints,ExtremeImbalanceTriggered,PrevDelta,PrevVolume,PrevSlingshotBuy,PrevSlingshotSell,EngulfingValueArea,StoppingVolume,Absorption,FadingMomentum,DeltaFlip,DeltaReversal,DeltaDivergence,ThinPrint,FatPrint,VolumeSequencing,DeltaTrap,ExtremePOC,ValueAreaGap,TrappedTraders,ZeroPrintBuy,ZeroPrintSell,ImbRevBuy,ImbRevSell,POCTraderTop,POCTraderBottom,MarketWeakness,MarketSweep,OrderflowSequencing,InverseImbalance,DiagAskImbCount,DiagBidImbCount,DiagAskVolSum,DiagBidVolSum,imbaRatio,horizImbaRatio,TotalAskVol,TotalBidVol,BuySellRatio,DeltaEfficiency,BarRangeTicks,DeltaPerTick,ClosePosition,HVN_Count,LVN_Count,SinglePrints,PocVaPosition,PocMigration,MaxStackedAsk,MaxStackedBid,BuyingTailTicks,SellingTailTicks,CumDelta2,CumDelta3,BuyClimax,SellClimax,UnfinishedTop,UnfinishedBot
2020/06/22 07:33:24,1284,-26,196,83,113,-30,175,56,119,-63,175,75,100,-25,False,False,4,0,True,9,0,False,4,60,False,1,0,1,1,False,93,947,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2,0,158,0,99.0,-99.0,629,655,0.9603,0.0202,12,-2.17,0.0,6,7,0,0.1667,1,0,1,0,0,67,194,True,False,False,False
2020/06/22 07:51:24,2550,-82,400,213,187,26,389,165,224,-59,329,169,160,9,False,False,6,0,False,19,0,False,0,0,False,1,0,1,1,False,-26,1284,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,3,4,458,600,0.7633,-99.0,1234,1316,0.9377,0.0322,12,-6.83,0.0,6,7,0,0.8,1,0,1,0,0,-108,-15,False,False,False,False
2020/06/22 07:57:00,1425,-285,215,91,124,-33,207,82,125,-43,190,57,133,-76,False,False,11,3,False,14,0,False,11,55,False,1,0,0,2,False,-82,2550,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,1,0,61,0,99.0,-99.0,570,855,0.6667,0.2,12,-23.75,0.0,7,6,0,0.0,-1,0,1,0,0,-367,-393,False,False,False,False
2020/06/22 07:58:20,848,-234,140,88,52,36,103,18,85,-67,78,23,55,-32,False,False,21,1,False,65,0,False,21,38,False,2,0,0,1,False,-285,1425,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0,0,0,0,0.0,-99.0,307,541,0.5675,0.2759,12,-19.5,0.0,5,8,0,0.375,-1,0,2,0,0,-519,-601,False,True,False,False
2020/06/22 08:00:03,803,-51,209,111,98,13,124,89,35,54,110,51,59,-8,False,False,17,0,False,21,6,False,17,29,False,3,0,1,1,True,-234,848,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1,1,111,98,1.133,-99.0,376,427,0.8806,0.0635,12,-4.25,0.0,5,8,0,0.75,-1,0,3,0,0,-285,-570,False,False,False,False
2020/06/22 08:01:10,1073,-201,212,93,119,-26,195,77,118,-41,193,127,66,61,False,False,11,8,False,9,0,False,11,30,False,2,0,0,1,False,-51,803,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,2,0,220,0,99.0,-99.0,436,637,0.6845,0.1873,12,-16.75,0.0,4,9,0,0.75,-1,0,1,0,0,-252,-486,True,False,False,False
2020/06/22 08:10:44,4797,-79,659,352,307,45,621,309,312,-3,561,265,296,-31,False,False,8,0,False,199,0,False,199,182,False,0,0,1,1,False,-201,1073,False,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,6,3,1554,541,2.873,1.0,2359,2438,0.9676,0.0165,12,-6.58,1.0,7,6,0,0.6,-1,0,0,0,0,-280,-331,False,True,False,False
2020/06/22 08:23:46,3081,3,574,328,246,82,524,253,271,-18,489,274,215,59,False,False,42,7,False,12,1,False,42,52,False,0,0,0,0,False,-79,4797,False,False,False,True,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,0,1,0,32,-99.0,1.0,1542,1539,1.002,0.001,12,0.25,0.0,5,8,0,0.75,1,0,0,0,0,-76,-277,False,False,False,False
2020/06/22 08:25:05,567,51,113,60,53,7,80,51,29,22,73,36,37,-1,False,False,25,9,False,32,10,False,32,26,False,0,2,1,0,False,3,3081,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0,0,0,0,0.0,99.0,309,258,1.198,0.0899,12,4.25,1.0,5,8,0,0.4,-1,2,0,0,0,54,-25,False,False,False,False
2020/06/22 08:31:23,1483,-63,307,145,162,-17,226,73,153,-80,180,113,67,46,False,False,11,0,False,21,9,False,11,50,False,0,0,1,0,False,51,567,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,4,5,287,546,0.5256,1.0,710,773,0.9185,0.0425,12,-5.25,0.0,5,8,0,0.5,1,0,0,0,0,-12,-9,False,False,False,False
2020/06/22 08:39:55,2206,-180,322,141,181,-40,259,124,135,-11,230,117,113,4,False,False,12,0,False,40,2,False,40,113,False,0,0,1,0,False,-63,1483,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,1,0,91,0,99.0,1.0,1013,1193,0.8491,0.0816,12,-15.0,1.0,9,4,0,0.3333,-1,0,0,0,0,-243,-192,False,False,False,False
2020/06/22 08:42:50,719,75,116,48,68,-20,116,73,43,30,97,41,56,-15,False,False,28,2,False,7,0,True,7,23,False,1,2,0,1,False,-180,2206,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,1,1,30,43,0.6977,2.0,397,322,1.233,0.1043,12,6.25,1.0,6,7,0,0.0,1,1,1,0,0,-105,-168,False,False,False,False
2020/06/22 08:45:01,961,141,139,63,76,-13,135,77,58,19,99,47,52,-5,False,False,47,8,False,10,0,False,10,27,False,0,1,1,1,False,75,719,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,0,0,0,0,0.0,99.0,551,410,1.344,0.1467,12,11.75,1.0,7,6,0,0.8333,1,1,0,0,0,216,36,False,False,False,False
2020/06/22 08:52:20,2475,141,468,278,190,88,353,155,198,-43,317,150,167,-17,False,False,21,0,False,38,13,False,38,41,False,0,0,1,0,False,141,961,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,0,0,0,0,0.0,1.0,1308,1167,1.121,0.057,12,11.75,1.0,4,9,0,0.8,1,0,0,0,0,282,357,False,False,False,False
2020/06/22 08:56:31,1413,167,436,221,215,6,385,139,246,-107,176,108,68,40,False,False,15,0,False,35,26,False,35,246,False,0,4,4,0,True,141,2475,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,0,0,0,0,0.0,99.0,790,623,1.268,0.1182,12,13.92,1.0,4,9,0,0.5,1,3,0,0,0,308,449,False,True,False,False
2020/06/22 09:00:10,2271,-159,469,119,350,-231,462,237,225,12,431,205,226,-21,False,False,21,9,False,25,1,False,21,40,False,0,1,0,0,False,167,1413,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False,2,5,69,968,0.0713,99.0,1056,1215,0.8691,0.07,12,-13.25,0.0,5,8,0,0.0,1,1,0,0,0,8,149,False,False,False,False
2020/06/22 09:01:34,1656,94,220,103,117,-14,204,108,96,12,200,100,100,0,False,False,18,7,False,19,0,False,19,29,False,0,1,0,1,False,-159,2271,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2,4,148,374,0.3957,99.0,875,781,1.12,0.0568,12,7.83,1.0,7,6,0,0.3333,0,1,0,0,0,-65,102,True,False,False,False
2020/06/22 09:02:49,707,-79,183,94,89,5,119,42,77,-35,106,62,44,18,False,False,1,0,True,19,7,False,1,4,False,0,0,1,0,False,94,1656,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,0,0,0,0.0,1.0,314,393,0.799,0.1117,12,-6.58,0.0,4,9,1,0.75,0,0,0,0,1,15,-144,False,False,False,False
2020/06/22 09:03:45,606,-112,72,28,44,-16,67,12,55,-43,66,35,31,4,False,False,21,0,False,37,15,False,21,23,False,1,1,2,0,False,-79,707,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,True,0,0,0,0,0.0,1.0,247,359,0.688,0.1848,12,-9.33,0.0,8,5,0,0.125,-1,1,1,0,0,-191,-97,False,False,False,False
2020/06/22 09:06:44,2238,70,402,249,153,96,294,170,124,46,293,124,169,-45,False,False,5,3,True,19,6,False,5,23,False,0,0,0,0,False,-112,606,False,False,False,True,False,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,4,3,695,334,2.081,1.0,1154,1084,1.065,0.0313,12,5.83,0.0,6,7,0,0.8,0,0,0,0,0,-42,-121,False,False,False,False
2020/06/22 09:10:09,2833,-51,649,465,184,281,556,199,357,-158,531,223,308,-85,False,False,15,0,False,15,0,False,15,21,False,0,0,1,1,False,70,2238,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,2,1,602,70,8.6,1.0,1391,1442,0.9646,0.018,12,-4.25,0.0,5,8,0,0.6667,-1,0,0,0,0,19,-93,False,False,False,False
2020/06/22 09:12:02,1975,29,318,292,26,266,241,102,139,-37,229,106,123,-17,False,False,18,11,False,4,0,True,4,57,False,0,1,0,1,False,-51,2833,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0,1,0,66,-99.0,99.0,1002,973,1.03,0.0147,12,2.42,1.0,8,5,0,1.0,0,1,0,0,0,-22,48,True,False,False,False
2020/06/22 09:12:48,491,61,104,39,65,-26,86,33,53,-20,60,28,32,-4,False,False,15,9,False,0,10,False,0,10,True,0,4,2,0,True,29,1975,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,False,0,0,0,0,0.0,99.0,276,215,1.284,0.1242,12,5.08,1.0,5,8,0,0.6667,1,2,0,0,0,90,39,True,False,False,True
2020/06/22 09:14:42,849,97,127,57,70,-13,89,48,41,7,72,27,45,-18,False,False,28,22,False,6,0,True,6,70,False,0,2,1,1,False,61,491,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,1,1,27,70,0.3857,99.0,473,376,1.258,0.1143,12,8.08,1.0,6,7,0,0.0,-1,1,0,0,0,158,187,False,True,False,False
2020/06/22 09:17:15,1255,-139,210,96,114,-18,205,94,111,-17,140,60,80,-20,False,False,37,13,False,15,6,False,37,94,False,1,1,0,0,False,97,849,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,0,0,0,0,0.0,1.0,558,697,0.8006,0.1108,12,-11.58,0.0,6,7,0,0.8333,1,1,1,0,0,-42,19,True,False,False,False
2020/06/22 09:19:14,782,26,126,59,67,-8,107,50,57,-7,106,27,79,-52,False,False,10,4,False,12,0,False,10,52,False,1,1,0,2,False,-139,1255,False,False,False,False,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,True,True,True,2,3,109,80,1.363,1.0,404,378,1.069,0.0332,12,2.17,0.0,6,7,0,0.2,-1,1,1,0,0,-113,-16,False,False,False,False
2020/06/22 09:20:20,399,95,90,48,42,6,55,31,24,7,42,27,15,12,False,False,9,0,False,31,4,False,31,24,False,0,3,2,0,True,26,782,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2,0,79,0,99.0,99.0,247,152,1.625,0.2381,12,7.92,1.0,5,8,0,0.6667,1,1,0,0,0,121,-18,False,False,False,False
2020/06/22 09:22:06,801,19,135,54,81,-27,112,55,57,-2,97,55,42,13,False,False,16,0,False,1,0,True,1,11,False,0,0,1,1,False,95,399,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2,2,72,114,0.6316,1.0,410,391,1.049,0.0237,12,1.58,1.0,7,6,1,0.2,1,0,0,1,0,114,140,False,False,False,False
2020/06/22 09:23:14,644,160,130,74,56,18,89,39,50,-11,89,44,45,-1,False,False,46,12,False,1,0,True,1,10,False,0,3,0,1,True,19,801,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,0,1,0,56,-99.0,99.0,402,242,1.661,0.2484,12,13.33,1.0,6,7,1,0.4,1,2,0,1,0,179,274,False,False,False,False
2020/06/22 09:24:47,940,-80,177,66,111,-45,119,53,66,-13,106,48,58,-10,False,False,1,0,True,27,0,False,1,41,True,2,0,1,1,False,160,644,False,False,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,3,1,150,111,1.351,-99.0,430,510,0.8431,0.0851,12,-6.67,0.0,6,7,1,0.3333,1,0,1,0,1,80,99,False,False,False,False
2020/06/22 09:26:18,741,283,161,97,64,33,101,70,31,39,84,64,20,44,False,False,5,0,False,2,0,True,2,46,False,0,4,2,1,True,-80,940,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1,1,70,18,3.889,99.0,512,229,2.236,0.3819,12,23.58,1.0,6,7,0,0.75,0,2,0,0,0,203,363,False,False,False,False
2020/06/22 09:27:38,1371,379,275,110,165,-55,179,139,40,99,161,95,66,29,False,False,42,38,False,18,8,False,18,30,False,0,3,0,0,True,283,741,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0,1,0,19,-99.0,99.0,875,496,1.764,0.2764,12,31.58,1.0,4,9,0,0.5714,1,3,0,0,0,662,582,True,False,False,False
2020/06/22 09:28:18,1150,438,211,159,52,107,159,126,33,93,157,89,68,21,False,False,14,0,False,25,17,False,25,14,True,0,4,4,0,True,379,1371,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0.0,99.0,794,356,2.23,0.3809,12,36.5,1.0,7,6,0,0.2,1,3,0,0,0,817,1100,False,False,False,False
2020/06/22 09:28:29,1476,546,296,229,67,162,226,87,139,-52,193,105,88,17,False,False,71,0,False,27,28,False,0,0,False,0,5,3,0,False,438,1150,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0,0,0,0,0.0,99.0,1011,465,2.174,0.3699,12,45.5,0.0,5,8,0,0.6,1,3,0,0,0,984,1363,False,True,False,False
2020/06/22 09:31:26,2491,187,442,257,185,72,375,189,186,3,342,137,205,-68,False,False,43,7,False,1,0,True,1,75,True,0,1,0,1,False,546,1476,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,5,1,465,186,2.5,99.0,1339,1152,1.162,0.0751,12,15.58,1.0,5,8,1,0.2,-1,1,0,1,0,733,1171,False,True,False,False
2020/06/22 09:35:29,4593,329,575,288,287,1,559,362,197,165,522,208,314,-106,False,False,62,8,False,47,1,False,62,145,False,0,0,0,0,False,187,2491,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,1,2,118,544,0.2169,1.0,2461,2132,1.154,0.0716,12,27.42,0.0,7,6,0,0.3333,1,0,0,0,0,516,1062,False,False,False,False
2020/06/22 09:40:37,2603,1,432,222,210,12,400,215,185,30,382,215,167,48,False,False,3,0,True,42,5,False,3,30,False,2,0,1,0,False,329,4593,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,0,1,0,210,-99.0,-99.0,1302,1301,1.001,0.0004,12,0.08,0.0,6,7,0,0.6667,-1,0,1,0,0,330,517,False,False,False,False
2020/06/22 09:44:47,1688,16,445,276,169,107,373,210,163,47,179,73,106,-33,False,False,38,20,False,14,6,False,38,11,True,0,0,0,0,False,1,2603,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,0,1,0,169,-99.0,1.0,852,836,1.019,0.0095,12,1.33,0.0,3,10,0,0.75,-1,0,0,0,0,17,346,False,False,False,False
2020/06/22 09:53:00,3240,122,598,300,298,2,471,251,220,31,445,224,221,3,False,False,6,0,False,2,0,True,2,53,False,1,1,1,1,False,16,1688,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,5,5,1105,1006,1.098,1.0,1681,1559,1.078,0.0377,12,10.17,1.0,6,7,0,0.6,-1,1,1,0,0,138,139,False,False,False,False
2020/06/22 09:58:15,1986,100,380,241,139,102,280,184,96,88,264,129,135,-6,False,False,5,0,True,26,0,False,5,40,False,2,0,1,1,False,122,3240,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,0,1,0,65,-99.0,-99.0,1043,943,1.106,0.0504,12,8.33,0.0,6,7,0,0.4,1,0,1,0,0,222,238,False,False,False,False
2020/06/22 10:04:07,1768,-90,358,206,152,54,275,137,138,-1,232,107,125,-18,False,False,44,12,False,30,0,False,44,50,False,1,0,0,2,False,100,1986,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1,0,107,0,99.0,-99.0,839,929,0.9031,0.0509,12,-7.5,0.0,5,8,0,0.4,-1,0,1,0,0,10,132,False,False,False,False
2020/06/22 10:06:10,816,8,234,103,131,-28,132,65,67,-2,109,29,80,-51,False,False,9,0,False,9,0,True,9,80,False,0,2,1,1,False,-90,1768,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,0,0,0,0,0.0,99.0,412,404,1.02,0.0098,12,0.67,1.0,4,9,0,0.2,-1,1,0,0,0,-82,18,False,True,False,False
2020/06/22 10:14:46,1896,-224,326,145,181,-36,302,124,178,-54,270,113,157,-44,False,False,12,0,False,25,0,False,12,84,False,0,0,1,1,False,8,816,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,6,6,471,823,0.5723,1.0,836,1060,0.7887,0.1181,12,-18.67,0.0,5,8,0,0.25,1,0,0,0,0,-216,-306,False,False,False,False
2020/06/22 10:23:00,2174,58,323,158,165,-7,276,138,138,0,276,127,149,-22,False,False,31,0,False,1,0,True,1,95,True,0,2,1,1,False,-224,1896,False,False,False,True,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,2,1,249,93,2.677,99.0,1116,1058,1.055,0.0267,12,4.83,1.0,8,5,1,0.4,-1,1,0,1,0,-166,-158,False,False,False,False
2020/06/22 10:25:23,471,-175,83,27,56,-29,80,27,53,-26,56,19,37,-18,False,False,13,0,False,8,5,False,13,3,True,4,0,1,1,True,58,2174,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1,0,27,0,99.0,-99.0,148,323,0.4582,0.3715,12,-14.58,0.0,5,8,0,0.6667,1,0,2,0,0,-117,-341,False,False,False,False
2020/06/22 10:31:52,1694,64,313,179,134,45,300,151,149,2,224,85,139,-54,False,False,25,7,False,26,0,False,26,83,False,0,2,1,1,False,-175,471,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,7,4,684,474,1.443,99.0,879,815,1.079,0.0378,12,5.33,1.0,6,7,0,0.8,-1,1,0,0,0,-111,-53,False,False,False,False
2020/06/22 10:35:55,1249,117,222,107,115,-8,199,99,100,-1,171,94,77,17,False,False,18,0,False,30,12,False,30,60,False,0,2,2,0,False,64,1694,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,3,2,237,190,1.247,99.0,683,566,1.207,0.0937,12,9.75,1.0,6,7,0,0.6,1,1,0,0,0,181,6,False,False,False,False
2020/06/22 10:37:00,884,306,191,99,92,7,182,102,80,22,136,86,50,36,False,False,17,1,False,1,0,True,1,16,False,0,5,0,1,True,117,1249,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,0,0,0,0,0.0,99.0,595,289,2.059,0.3462,12,25.5,1.0,5,8,1,0.75,1,3,0,1,0,423,487,False,False,False,False
2020/06/22 10:41:15,2618,204,519,189,330,-141,364,205,159,46,345,217,128,89,False,False,75,34,False,1,0,True,1,27,False,0,2,0,1,False,306,884,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True,False,2,1,66,51,1.294,99.0,1411,1207,1.169,0.0779,12,17.0,1.0,6,7,1,0.6,1,1,0,1,0,510,627,True,False,False,False
2020/06/22 10:58:26,7750,32,1468,675,793,-118,1196,481,715,-234,927,527,400,127,False,False,6,0,True,68,5,False,6,123,False,1,0,1,0,False,204,2618,False,False,False,True,True,True,False,True,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,0,1,0,243,-99.0,-99.0,3891,3859,1.008,0.0041,12,2.67,0.0,6,7,0,0.6,1,0,1,0,0,236,542,False,False,False,False
